pwsid,pws_name
CA3310074,TEMESCAL VALLEY WATER DISTRICT
CA3410045,CALAM - ARDEN
CA3600155,RIVER RANCH MHP
CA3600157,LUCERNE VISTA MWC
CA3610032,"NEEDLES, CITY OF"
CA3610036,"CHINO HILLS, CITY OF"
CA3610048,TERRACE WATER COMPANY
CA3610063,GOLDEN STATE WATER CO - MORONGO DEL SUR
CA3701988,ALPINE OAKS ESTATES LLC
CA3900724,ELKHORN ESTATES WATER SYSTEM
CA3901075,FAIRWAY ESTATES PWS CSA-18
AK2220408,VALLEY UTILITIES LLC
AK2291952,CHENEGA
CA4000649,LOS ROBLES MOBILE HOME ESTATES
CA4010007,PASO ROBLES WATER DEPARTMENT
CA4300979,QUAIL CREEK ESTATES MUTUAL WATER COMPANY
CA4310011,SAN JOSE WATER
VA1121052,"BLACKSBURG, TOWN OF"
CA4400755,MONTEREY BAY ACADEMY
CA4500015,"SHASTA CSA - CASTELLA, #3"
WY5600206,"COWLEY, TOWN OF"
WY5601332,SIERRA MADRE JPB
WY5601639,SUNDANCE MEADOWS SPID
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK
AK2225032,TALKEETNA WATER SYSTEM
CA4600017,R.R. LEWIS SMALL WC
CA4800564,HIDDEN ACRES TRAILER VILLA
CA4900736,CLEAR CREEK WATER COMPANY
CA4900905,MARK WEST MEADOWS MUTUAL WATER
CA5500086,SONORA ESTATES MOBILE HOME PARK
CA0310012,AWA BUCKHORN PLANT
CA0710003,CONTRA COSTA WATER DISTRICT
CA1000471,FCSA #39 A&B
CA1000213,HARRIS FARMS/HORSE BARN
CA1110003,CAL-WATER SERVICE CO.-WILLOWS
CA1310700,NAF EL CENTRO
CA2210002,PONDEROSA BASIN MUTUAL WTR CO
CA2600733,COLD WATER CANYON MWC
CT0350011,AQUARION WATER CO OF CT-NOROTON SYSTEM
CA2710702,FORT HUNTER LIGGETT
WY5600216,HI-COUNTRY WATER DISTRICT
WY5601619,WEST WINDS
AK2310853,WILDWOOD HOMES LLC
AZ0402033,TOMBSTONE CITY OF
AZ0414015,SOMERTON CITY OF
CA2710300,CSP-PFEIFFER BIG SUR
CT0711071,CTWC - LEBANON ELDERLY DIV.
CT0780121,CTWC - BIRCHWOOD HEIGHTS
CT1180071,AQUARION WATER CO OF CT-CRAIGMOOR
CT1210021,CRYSTAL LAKE CONDOMINIUMS
CT1280021,AQUARION WATER CO OF CT-SIMSBURY SYSTEM
CA5010023,CITY OF MODESTO - SOUTH TURLOCK
CA5603302,LLOYD-BUTLER MUTUAL WATER COMPANY
CO0153800,PONDEROSA SUBDIVISION
DE00A0420,MISTY PINES PUMP DISTRICT
CT0690071,CONRADS PARK
CT1500091,AQUARION WATER CO OF CT-JUDEA DEPOT
DE0000133,J & J MHP
DE0000221,BETHANY BAY PUMP DISTRICT
DE0000439,CAPE WINDSOR COMMUNITY ASSOCIATION INC
DE0000630,NEWARK WATER DEPARTMENT
DE0000924,QUILLENS POINT
NY0330071,NORMA GARDENS APARTMENTS
NY0200310,ALMOND VILLAGE PUBLIC WATER
NY0200862,VAL-E-VUE COURT
NY0501736,DUDLEY WATER SUPPLY
NY5300244,BARTON (T)
NY5304409,SUEZ WATER OF OWEGO
NY0621249,HYDE PARK APARTMENTS
NY0801740,GREENE VILLAGE
NY1030308,TRIFORM STEWARDSHIP COMMUNITY
NY2902853,LIBERTY UTILITIES NEW YORK - SEA CLIFF
NY3930031,DELANCY STREET FOUNDATION (CASTLE)
NY2500804,VALLEY VIEW MOBILE HOME PARK
OH2803612,AQUA OHIO - AUBURN LAKES PWS
NY3512132,BLUE LAKE
NY3630044,RIDGEWAY A W.D.
CT1410661,THOMPSON HILL WATER CO - PAULA LANE DIV
NY0816135,GREENE WATER DISTRICT #3
OH4200812,MOUNT VERNON CITY PWS
NY3921718,WILLIAMSBURG RIDGE CONDO W.S.
NY4117261,HOMEROOM LOFTS
OK2000406,FORGAN
OK2000802,CADDO CO RWD #1 (LOOKEBA)
NY5903444,"SUEZ WATER WESTCHESTER, INC. RD-1"
NY5903467,PIETSCHS GARDENS
NY5903488,WESTCHESTER COUNTY WD #1
OH1100512,HARVEST SQUARE MOBILE HOME PARK
OH2503203,REYNOLDSBURG CITY PWS
OH3500112,DESHLER VILLAGE
WY5600935,LUCERNE WATER AND SEWER DIST.
CA3301482,ORTEGA OAKS RV PARK&CAMPGROUND
CA3710001,CAL-AM WATER CORONADO
CA4110023,CITY OF SAN BRUNO
CA4200924,EL RANCHO TAJIGUAS
CA4510005,CITY OF REDDING
CA4700531,TENNANT C.S.D.
AZ0404324,LAMPLIGHTER RV RESORT
CA5200255,CORNING RV PARK
CA5200526,HIDDEN HARBOR MARINA & RVP
AZ0411131,GWR - SANTA CRUZ WATER CO. INC.
OH4101803,RAYLAND VILLAGE PWS
OK1020911,LANGSTON PWA
OK2000145,ADAIR CO RWS & SWMD #6
OK2004539,CARDINAL HILL SUBDIVISION
OK3007406,BAR-DEW WATER ASSOC INC
OK3007501,ROCKY
WY5601728,COPPERLEAF WATER SYSTEM
CA0710010,RANDALL-BOLD WATER TREATMENT PLANT
CA0707613,WILLOW MOBILE HOME PARK
CA0800605,WEST PARK PROPERTIES
CA1009111,SCE/BIG CREEK POWERHOUSE #1
CA1500405,"AERIAL ACRES WATER COMPANY, INC."
CA2300506,MEADOW ESTATES MUTUAL
CA2210906,MARIPOSA PINES MUTUAL
CA2300892,COVELO MOBILE HOME PARK
CA3600262,SNOWCREST HEIGHTS IMP ASSOC
CT0727051,"LEDYARD WPCA, GALES FERRY SYSTEM"
CT0740011,AQUARION WATER CO OF CT-LITCHFIELD SYS
CA3610105,GOLDEN STATE WATER CO - APPLE VLY NORTH
CA3610117,DEVORE WC
CA3710045,POSEIDON RESOURCES - CDP
CA4010080,NACIMIENTO WATER PROJECT
CA4300992,GOLDEN HEIGHTS MUTUAL WATER COMPANY
CA4300999,UVAS PINES RV PARK
CA4310012,CITY OF SANTA CLARA
CA4410017,SOQUEL CREEK WATER DISTRICT
CA4900687,BROOKWOOD MOBILE HOME PARK
DE0000124,CAMDEN PUMP DISTRICT
DE0000248,ANGOLA PUMP DISTRICT
DE0000253,TODDS MOBILE COURT
DE0000629,MILTON WATER DEPARTMENT
DE0000825,DEWEY BEACH WATER DEPARTMENT
DE00A0411,LONG FARM ESTATES PUMP DISTRICT
DE00A0522,GRANTS WAY PUMP DISTRICT
CA0600005,COLUSA CO. SERVICE AREA #2-STONYFORD
CA1300572,VALLEY MOBILE HOME PARK
CA1700561,BLUE LAKES IMPROVEMENT CLUB
CA1700584,WESTWIND MOBILE HOME PARK
GA0610000,BLUFFTON
GA0690038,PLANTATION ESTATES MHP
GA0690039,SLEEPY HOLLOW MOBILE HOME PARK
GA2470003,"LITTLE MOUNTAIN S/D, NO. 1 HOA"
IL1115750,WONDER LAKE
IL1130800,LEXINGTON
IL2015400,WILDWOOD UTILITIES COMPANY
IL2015500,NORTH PARK PWD
ID3140062,LAKEVIEW HILLS WATER USERS ASSOCIATION
ID6210009,BIRCH CREEK CULINARY
ID7300013,ELK BEND UNIT 1
IL0015545,EXPRESSWAY MHP
GA0350000,FLOVILLA
GA0510021,COTTONVALE ESTATES
GA0510123,DERRICK SUBDIVISION
GA1030144,STONEGATE SUBDIVISION
GA1270054,HELVESTON OAKS SUBDIVISION
GA1910066,BIG TREE ESTATES
GA1950003,DANIELSVILLE
GA2930017,GRACE NEAL & VESTAVIA SD
IL0435850,NORTH REGIONAL WATER FAC
IL0875510,VIENNA CORRECTIONAL CENTER
IL1370200,JACKSONVILLE
IL1615510,HILLCREST COURT SUBDIVISION
IN5208004,THE LANDINGS HOMEOWNERS ASSOCIATION
IN5215008,NORTH DEARBORN WATER AUTHORITY
IN5219006,HOLLAND WATER WORKS
IN5220009,GOSHEN WATER UTILITY
IN5220037,COBUS GREEN MOBILE HOME PARK
IN5229024,CARMEL CLAY WATER
IN5243031,WAUBEE LAKE MOBILE HOME PARK
IN5249008,SPEEDWAY WATER WORKS
IN5233009,MOUNT SUMMIT WATER UTILITY
IN5287003,ELBERFELD WATER DEPARTMENT
IN5262006,TROY TOWNSHIP WATER ASSOCIATION
IN5289009,LEN-DEL MOBILE HOME COURT
KY0040228,LACENTER MUNICIPAL WATER CO
IL0971150,MUNDELEIN
IN5271014,SOUTH BEND WATER WORKS
IN5275003,NORTH JUDSON WATER COMPANY
IN5277005,INDIANA AMERICAN WATER - MEROM
IN5279017,SHADELAND MOBILE HOME PARK
MI0001905,DUNRENTIN HEIGHTS SUBDIVISION
MI0040377,CLARKSTON LAKE ESTATES
MI0040443,STODDARD MOBILE HOME COURT
MI0063477,DIMONDALE HEALTH CARE CENTER
OH7033512,CORNELL ABRAXAS OHIO
OK1020909,MANNFORD
MI0000236,ARBOR RIDGE CONDOMINIUMS
MI0002310,"FLINT, CITY OF"
MI0002960,HAMPTON TOWNSHIP
MI0003751,LAKESHORE CONDOMINIUMS
MI0004878,SOUTHWEST OAKLAND TOWNSHIP
MI0005430,POINTE AUX BARQUES TOWNSHIP
IN5271010,NORTH LIBERTY WATER WORKS
LA1063115,DIVERSION WATER - OLD MILL SETTLEMENT
OK1021733,CHEROKEE CO. RWD #9
OK1221638,KETCHUM PWA DELAWARE CO SYSTEM
IN5245058,RAVINIA PINES MHC
MI0006160,SOUTHFIELD
OR4101453,LONG BUTTE WATER SYSTEM INC
OH6205011,OTTAWA COUNTY REGIONAL WATER DISTRICT
OK2003501,MILL CREEK
OK2007603,ALVA
OK3001904,SAPULPA RURAL WATER COMPANY
UTAH27073,WASHINGTON COUNTY WCD - SAND HOLLOW
VA3175461,KINGSDALE - MOSELEY
VA3175710,SILVERLEAF CORP
VA4103710,LANCASTER SHORES
VA4119300,CEDAR POINTE
VA6033105,CEDAR RIDGE MHP
VA6047075,ERINBROOK
VA6047250,GIBSON MILLS SUBDIVISION
VA2023730,DAL-NITA HILLS
VA2187522,HIGH KNOB
VA6113100,ACHSAH ACRES
VA6177251,LAKE WILDERNESS
VI3000467,STX. MUTUAL HOMES 54/60
WY5601415,"CASPER, CITY OF"
UTAH22017,WANSHIP MUTUAL WATER CO
OK2002202,CAMARGO RWD #2
OK2002604,GRADY CO RWD #1
OK2005701,OSAGE PWA
WY5601339,HIDDEN HILLS MHP
AK2212128,"GOLDEN NUGGET RV PARK, MALASPINA MHP"
AK2211952,WHITTIER WATER SYSTEM
AK2213019,EKLUTNA GATE
AK2227539,TWIN PEAKS
AK2240448,KENAI WATER SYSTEM
AK2243771,GREATLAND VILLAGE PARK
AK2299027,CRNA WATER HAUL TRUCK
WY5600186,"HARTVILLE, TOWN OF"
DE0000939,HOLLY HILL ESTATES
DE0000999,ANGOLA CREST II
DE00A0279,WOODLANDS OF MILLSBORO PUMP DISTRICT
GA0250004,DEERWOOD SUBDIVISION
GA0270009,JAMAR SUBDIVISION
GA0310053,COLONIAL HEIGHTS SUBDIVISION
AK2300183,CHALKYITSIK VILLAGE WATER
DE0000723,REHOBOTH BEACH WATER DEPARTMENT
WI6620271,GALESVILLE WATERWORKS
GA0170002,HARGETT TRAILER PARK
GA0310006,GEORGIA SOUTHERN UNIVERSITY
GA0650000,HOMERVILLE
GA0710027,KENDALLWOOD CROSSING SUBDIVISION
GA0750044,CIRCLESTONE CC SUBDIVISION
GA1130012,LONG`S MOBILE HOME PARK
GA1270015,ST. SIMONS TRAILER PARK
GA1270185,BOYKIN RIDGE SUBDIVISION
GA1770029,DAWSON ROAD APARTMENTS
GA1790048,C.R.STANFORD APARTMENTS
GA1790151,VILLAGE AT SUNBURY
GA2190049,FIELDSTONE/CANYON CREEK SD
GA2410133,LIFE TEEN COVECREST CAMP
GA2510054,PECAN GROVE SUBDIVISION
GA3050081,SEMINOLE WOODS
GA3110000,CLEVELAND WATERWORKS
CT0960141,AQUARION WATER CO OF CT-FOREST HILLS SYS
GA0310236,WHITE OAKS ESTATES SUBDIVISION
GA0310256,WOODBRIDGE SUBDIVISION
GA0330044,KEYSVILLE
GA0510011,GOLDEN ISLES SUBDIVISION
GA0510054,THE BLUFF SUBDIVISION (HOA)
GA0510099,MONTGOMERY AREA
GA0510124,LITTLE NECK PLANTATION
GA1030106,COVENTRY PLANTATION
GA1910074,TOLOMATO SPANISH MISSION
GA2790000,LYONS
IL0311800,MATTESON
GA1790021,WESTVIEW SUBDIVISION
GA2610012,BRIAR PATCH MOBILE HOME PARK
ID6030005,CARIBOU ACRES
IL0910010,PEMBROKE TOWNSHIP
CA5610024,CASITAS MUNICIPAL WATER DIST
CA5610701,"NAVAL BASE VENTURA COUNTY, PORT HUENEME"
ID4080037,RIVERS POINT PROPERTY OWNERS ASSN
ID4200096,OAKLEAF SUBDIVISION
IN5230003,FORTVILLE WATER WORKS
IN5240004,DUPONT WATER COMPANY
IN5250015,QUEEN ROAD MOBILE HOME PARK
IN5253008,"VAN BUREN WATER, INC."
KY0510189,HENDERSON COUNTY WATER DISTRICT
LA1119035,ST JAMES WATER SYSTEM
GA0290010,LINCOLN RIVER ESTATES
GA0290021,THE COVE SUBDIVISION
GA0310037,FOREST HILLS SUBDIVISION
GA0310217,WILLOW POND
IN5283004,CLINTON WATER UTILITY
IN5283014,VERMILLION RISE MEGA PARK
IN5284029,MORRIS MOBILE HOME ESTATES
IN5289003,CENTERVILLE WATER WORKS
MI0001765,DEEPWATER POINTE ASSOCIATION
MI0003140,HIGHLAND PARK
MI0003170,HILLSDALE
MI0003312,HIGHLAND TOWNSHIP
MI0003420,IRONWOOD
IL1470200,DE LAND
MI0006975,WEST BLOOMFIELD TOWNSHIP
MI0007103,HOMESTEAD/CRYSTAL RIVER WATER CO
MD0080205,IDLEWOOD PARK
IN5201001,BERNE WATER DEPARTMENT
IN5205002,HARTFORD CITY WATER WORKS
IN5219007,HUNTINGBURG MUNICIPAL WATER
MI0000221,ANN ARBOR TOWNSHIP
MI0001046,CALUMET TOWNSHIP
MI0003980,"MACKINAW CITY, VILLAGE OF"
MI0004040,MANISTIQUE
MI0004250,MENOMINEE
MI0005607,RAPID RIVER MEADOWS
MI0005720,ROCHESTER
MI0005819,HIDDEN SHORES WEST
MI0006282,ST. CLAIR TOWNSHIP
MO1021221,GENTRY COUNTY PWSD 2
TN0000201,POPLAR GROVE UTILITY DISTRICT
UTAH11042,CEDAR HIGHLANDS SUBDIVISION
VA1077392,LAWN ACRES TRAILER PARK
UTAH03009,LEWISTON CITY
UTAH18005,COPPERTON IMPROVEMENT DISTRICT
VA2003600,OBSERVATORY WTP
VA2023380,GLEN WILTON
VA2163825,SHADY REST MOBILE HOME PARK
VA2165495,MADISON RUN TERRACE
TN0000282,HAMPTON UTILITY DISTRICT
IN5209004,MAPLE LANE VILLAGE MOBILE HOME PARK
MD0220223,COLONIAL MILL ESTATES MOBILE HOME PARK
VA1035600,PINEBROOK SUBDIVISION
VA1169900,SPRING VALLEY SUBDIVISION
VA1185062,BLUEFIELD VALLEY WATERWORKS
VA4103630,TARTAN
VA4103680,LANCASTER COURTHOUSE
VA6099590,WALNUT GROVE MHP
VA2023734,WALNUT MANOR
VA2065600,PINE GROVE MOBILE HOME PARK
VA4036280,GLENDALE ACRES
VA4057250,DAINGERFIELD SUBDIVISION
VA4075500,MANAKIN FARMS
VA4145150,ESSENE HOME FOR ADULTS
AK2212267,GLACIER VALLEY WATER COMPANY
AK2215558,TUDOR EAST APARTMENTS
AK2310675,NORTH POLE UTILITIES
AZ0408133,SUNRISE VISTA UTILITIES
AZ0410064,LAS QUINTAS SERENAS WATER COMPANY
AZ0411160,GWR - RED ROCK UTILITIES CO. INC.
WY5600040,"PINE BLUFFS, TOWN OF"
WY5600041,PINEDALE MUNICIPAL WS
WY5600153,HAPPY VALLEY PIPELINE
AZ0420801,CACTUS-STELLAR LIMITED
WY5601393,SOUTH LARAMIE W&S DISTRICT
WY5601579,THIRTY-THREE MILE ROAD I & SD
CA0707575,BETHEL ISLAND MHC
CA1009179,BRITZ/FIVE POINT SYSTEM
CA1500489,BRITE LAKE MUTUAL WATER COMPANY
AK2224476,QUIET CIRCLE APARTMENTS
AK2271700,KWIGILLINGOK WASHETERIA
VA3093347,OAKS MOBILE ESTATES
CA2600538,LOWER ROCK CREEK MUTUAL WATER CO.
AL0001102,ALICEVILLE WATER & SEWER BOARD
AK2340599,ANVIL MTN CORRECTION CENTER
AR0000406,LOUANN WATERWORKS
CA4910002,"CLOVERDALE, CITY OF"
AZ0410283,FRANCESCA WATER COMPANY TALA  WAY
AZ0411037,ARIZONA TRAINING PROGRAM
CA5510013,TUD - COLUMBIA WATER SYSTEM
CA5610039,CHANNEL ISLANDS BEACH CSD
CA3010062,CITY OF GARDEN GROVE
CA3410023,CAL AM FRUITRIDGE VISTA
CA3500549,ROSA MORADA MUTUAL WATER COMPANY
CA3600009,APPLE VALLEY HEIGHTS CWD
CA3710012,RANCHO PAUMA MUTUAL WC
CA3710014,"OCEANSIDE, CITY OF"
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM
CA3900722,MORADA ESTATES PWS
CA4300560,GREEN MOUNTAIN WATER COMPANY
DE00A0575,LAUREL PUMP DISTRICT
CA4910004,SWEETWATER SPRINGS CWD - GUERNEVILLE
CA0310018,FIRST MACE MEADOWS UNIT NO. 2
CA3110050,PLACER CWA - APPLEGATE
AL0000539,MILLBROOK UTILITIES
CT0381011,TWIN MAPLES NURSING HOME
DE00A0740,BURTONWOOD
DE00A0787,DEER MEADOWS
CA3600152,LOMA LINDA UNIVERSITY
CA3910004,"LODI, CITY OF"
CA4000670,WALNUT HILLS MUTUAL WATER CO
CA4400645,HIDDEN MEADOW MUTUAL WATER CO
CA4900785,NOEL HEIGHTS-CAL WATER SERVICE (PUC)
VA3131120,"CAPE CHARLES, TOWN OF"
VA3199380,LIGHTFOOT SYSTEM
NC0235010,"FRANKLINTON, TOWN OF"
MT0000330,SIDNEY  CITY OF
AK2224167,VICTORIA ESTATES
CA3910012,CITY OF STOCKTON
CA4110006,CALIFORNIA WATER SERVICE - BEAR GULCH
CA4110011,COASTSIDE COUNTY WATER DISTRICT
CA1400078,SCE BISHOP CREEK PLANT 4
CA1500564,HOMETOWN WATER ASSOCIATION
CA2900546,SIERRA FRIENDS CENTER
CA2910002,CITY OF NEVADA CITY
CA3010073,MOULTON NIGUEL WATER DISTRICT
CA5602132,WATERS ROAD DOMESTIC USERS GROUP
CA5710009,UC - DAVIS
CA5710012,WOODLAND-DAVIS CLEAN WATER AGENCY
WY5600080,AIR BASE ACRES IMPROVEMENT & SERVICE DIS
WY5600159,"THAYNE, TOWN OF"
AZ0407076,TONTO HILLS DWID
AK2227212,HERITAGE PARK
AK2243658,KB SUB. WATER SERVICE ASSOC.
CA1700592,KONOCTI SHORES
AL0001796,DEKALB-JACKSON WATER SUPPLY DISTRICT
CA3010120,SAN JUAN BASIN AUTHORITY
CA0300037,JACKSON VALLEY IRRIGATION DISTRICT
CA0310001,CITY OF JACKSON
CA4301004,EMERALD VALLEY MUTUAL WATER COMPANY
CA4400528,LAUREL COMMUNITY LEAGUE
CA4510003,BURNEY WATER DISTRICT
CA4900639,REDWOOD HEIGHTS MUTUAL WATER COMPANY
CA1910104,CALIFORNIA WATER SERVICE CO. - PALOS VER
CA1910158,STERLING MUTUAL WATER COMPANY
CA2000557,MD 43 MIAMI CREEK KNOLLS
CA3110022,MCKINNEY WATER DISTRICT
IL0314480,HANOVER PARK
CT0320021,CTWC - NORTHERN REGION-LAKEVIEW TERRACE
GA1030120,BARRINGTON SUBDIVISION
GA1030161,SOUTHBROOK SUBDIVISION
GA1110126,"FANNIN COUNTY, GEFA - RIVERWALK"
GA1130033,STARRS MILL RIDGE SUBDIVISION
GA1270159,ASHLEY MARSH/EGRET'S PASS
GA1410002,MAYFIELD WATER SYSTEM
GA1550000,"IRWINVILLE WATER WORKS, INC."
DE0000817,COUNTRYSIDE HAMLET
DE0000949,BRIDGEVILLE PUMP DISTRICT
DE0020020,COUNTRY GROVE
IL1195220,FOSTERBURG PWD
IL1430060,FOUR SEASONS MHP
IL1775050,UTL INC-NORTHERN HILLS UTLITIES COMPANY
GA2210052,SULFUR SPRINGS COMMUNITY PWS
GA2270002,PICKENS COUNTY WATER AUTH.
CA0310011,FIRST MACE MEADOW # 1
GA1130010,FOUR SEASONS MOBILE HOME PARK
IL1670070,GRAND VALLEY VILLAGE MHP
GA0090047,BALDWIN FOREST SUBDIVISION
GA0190003,RAY CITY
GA0290024,THE BLUFF-BELLE ISLAND HOA
GA0290079,WELLINGTON OAKS SUBDIVISION
GA0310172,NORTHWOOD SUBDIVISION
GA0310282,COYOTE CROSSING
GA2410127,HEATHERSTONE AT FORD MOUNTAIN HOA
GA2570000,MARTIN
ID3140096,RICH SUBD
ID2250011,CLEARWATER WATER DIST
ID4010049,EAGLE WATER COMPANY INC
ID4010088,LINDA VISTA MOBILE HOME PARK
CT0261081,CTWC - SHORELINE REG-CHESTER VLLG WEST
CT0960191,OLD FARMS CONDOMINIUM ASSOCIATION INC
CT1570011,WESTON WATER SUPPLY
GA0510002,PORT WENTWORTH
GA0510060,SAVANNAH YACHT & COUNTRY CLUB
GA0510133,HUNTER'S RIDGE
MI0001030,"CADILLAC, CITY OF"
MI0001230,CASS LAKESIDE SUBDIVISION
MI0001370,CHELSEA
MI0001371,CHERRY CREEK VILLAGE
IN5201004,MONROE WATER DEPARTMENT
IN5215004,VALLEY RURAL UTILITY COMPANY
IN5216008,DECATUR CO. WATER CORP.
IL1770300,LENA
GA0310199,WESTSIDE MOBILE HOME PARK
CT0280041,COLCHESTER ESTATES
IN5226003,HAUBSTADT WATER DEPARTMENT
IN5230011,PHILADELPHIA WATER WORKS - NINESTAR
MI0001610,COOPERSVILLE
MI0001790,CHARTER TOWNSHIP OF DELTA
MI0002020,"EATON RAPIDS, CITY OF"
MI0002910,GROSSE POINTE SHORES
MI0003132,HIDDEN HAMLET ASSOCIATION
MI0003400,IRON MOUNTAIN
MI0003505,JUNIPER HILLS CONDOMINIUMS
MI0005420,PLYMOUTH TOWNSHIP
IN5237015,NORTHWEST JASPER REGIONAL WATER DISTRICT
IN5242004,DECKER WATER WORKS
IN5243064,OAK WOOD CIRCLE
IN5245008,CROWN POINT WATER WORKS
IN5245009,FAIRWAY REGIONAL WATER DISTRICT
IN5247003,MITCHELL WATER DEPARTMENT
IN5250016,ANCILLA DOMINI (CONVENT)
IN5265007,NEW HARMONY WATER UTILITY
IN5268003,INDIANA AMERICAN WATER - WINCHESTER
IN5271026,SISTERS-ST. FRANCIS PERPETUAL ADORATION
IN5284020,SISTERS OF PROVIDENCE/ST. MARY OF WOODS
MI0005980,"SCOTTVILLE, CITY OF"
MI0006071,"SILVER LAKE WATER AUTHORITY, INC."
MI0006300,"ST. JOHNS, CITY OF"
MI0006537,TANNERY CREEK CONDOMINUM ASSOCIATION
MI0006773,HORSELL MANOR
MI0007180,WOODHAVEN
MI0040171,KINGS COURT MOBILE HOME PARK
MI0040356,ARLINGTON WOODS
MI0040561,WHITE BIRCH ESTATES
MD0020019,LAKE VILLAGE TOWNHOMES
MI0007160,WOODBINE SUBDIVISION
MD0070021,TOWN OF RISING SUN
MT0000372,GREENLAND MOBILE HOME PARK
OK1020508,WETUMKA
OK2000502,ERICK
OH5703012,JEFFERSON REGIONAL WATER AUTHORITY
OK3006631,DEERFIELD SPRINGS
NY0800704,HANDSOME BROOK ESTATES
NY4501788,COLEBROOK TRAILER COURT
NY3600602,SHELBY TOWN WDS
NY5420407,JIMS MOBILE HOME PARK
OH6201003,GENOA VILLAGE
OH1200212,BROOKWOOD MHP PWS
MD0060213,RESERVOIR TRAILER PARK
NC2002001,FOREST ACRES WATER CORPORATION
MO2024555,SALINE COUNTY PWSD 1
OK1010809,DUNCAN PUBLIC UTILITIES AUTHORITY
OK1021612,KETCHUM PWA
OK5005519,SOONER UTILITIES-TINKER TOWN
OK5005560,SOONER UTILITIES - SLEEPY HOLLOW
MI0040425,CRICKLEWOOD COURT
OK2000533,MERRITT MOBILE HOME & RV PARK
OH4103003,WINTERSVILLE VILLAGE PWS
OK2003520,MILBURN PUBLIC WORKS AUTHORITY
NY1101754,CORTLAND (C)
NY5203328,JEFFERSONVILLE VILLAGE
NY1112374,RIVERSIDE MANOR TRAILER PARK
NY2602379,STOCKBRIDGE WATER DISTRICT
NY3830015,HAMPSHIRE HOUSE ADULT HOME
NY3914006,SHEPARD ESTATES
OH7003612,COUNTRY MEADOW CARE CENTER
OK2005001,SULPHUR
NY1330291,POUGHKEEPSIE CITY
NY2902836,MANHASSET LAKEVILLE WD
NY2902846,PLANDOME (V)
NY3100580,ROYALTON TOWNWIDE WATER DIST.
NY3920281,HILLTOP MEADOWS WATER SUPPLY
NJ0247001,PARK RIDGE WATER DEPT
NY3100572,NORTH TONAWANDA CITY
NY3100585,WHEATFIELD WD
NY3700942,"S&E MOBILE HOME PARK, LLC"
NY5018387,BROOKWOOD MOBILE HOME PARK
OK2002702,POND CREEK
OK2004104,CARNEY
OK2006202,ALLEN PWA
OK2007010,TEXAS COUNTY RWD #1
OK3001701,DEVOL
OH4201712,WESTGATE MOBILE HOME COMMUNITY
NY5030095,REXVILLE WATER DISTRICT
NY1101764,PARKER MANOR TRAILER PARK
NY1200257,DELHI VILLAGE
NY5930061,OLD POST ROAD WATER DISTRICT
NY5930137,BRIDLESIDE APARTMENTS
NY6030008,ATTICA CORRECTIONAL
OH6704812,WINDHAM VILLAGE PWS
OH6900612,LEIPSIC VILLAGE
OK2003603,TONKAWA
OK2004703,WASHINGTON
OK2006969,STEPHENS CO RWD #5
OK3005801,NORTH MIAMI
GA0290008,CAPE HARDWICKE/FT. MCALLISTER/KINSALE/RE
GA0310232,BURKHALTER - SHADOWBROOK -TALON'S LAKE
GA0310235,OAKFIELD SUBDIVISION
GA0510091,COMMODORE POINT
GA0510114,BELLAIRE VILLAGE SUBDIVISION
GA0510139,HEATHCOTE FARMS SUBDIVISION
GA0570001,CANTON
GA1030138,MALLARD POINTE/DRAKE LANDING
GA1090003,HAGAN
NY5501363,WOODCREST MOBILE PARK
OK2000705,BRYAN CO. RWD #7
OK2000716,COLBERT PUA
OK2003705,DOVER PUBLIC WORKS TRUST AUTH
OK2002804,GRANITE PWS
OK2005506,HARRAH
OK2005708,WYNONA
NY0700773,CRESTWOOD MHP
GA1090038,LA CASA CARMEN S/D
GA1270168,VALERIE SUBDIVISION
GA1530006,PERRY
GA1790170,LIBERTY COUNTY WATER SYSTEM
GA1830064,WAY STATION WATER SYSTEM
GA1910018,HIGHLAND PARK SUBDIVISION
GA2050003,PELHAM
GA2670000,COBBTOWN WATER SYSTEM
GA2750069,PINE GROVE MHP/WHIPPOORWILL S/D
GA2970055,BEARDEN ESTATES
GA3030007,WARTHEN WATER ASSOCIATION
GA3050093,RETREAT AT POST ROAD
IL0311950,MORTON GROVE
IL0555150,MULKEYTOWN PWD
IL0975585,ROCKLAND MHP
IL1615850,WINDING CREEK ESTATES
ID3140097,M & T WATER CORP
IN5208003,FLORA WATER WORKS
IN5209005,LAKE CICOTT SHORES
IN5212003,FRANKFORT WATER WORKS
IN5256014,GEORGE ADE MEMORIAL HEALTH CARE CENTER
IN5260001,BBP WATER COMPANY
IN5261004,INDIANA AMERICAN WATER - MECCA
MD0210202,DEER LODGE MOBILE HOME PARK
IN5226004,HAZLETON WATER DEPARTMENT
IN5229014,INDIANA AMERICAN WATER - SHERIDAN
IN5236001,CROTHERSVILLE UTILITIES
GA1370019,VILLAGE MOBILE HOME PARK
LA1063029,DIVERSION WATER- OLIVIA ROSE
IN5220012,"UMH IN BROADMORE, LLC AKA BROADMORE ESTA"
IN5237002,WATER SERVICE COMPANY
IN5243014,MERRYWOOD MOBILE HOME PARK
